Epoch,Train MSE,Val MSE
1,0.11275469476268404,0.0785011879422448
2,0.08146936535125687,0.07799487560987473
3,0.08036351132960547,0.07771089673042297
4,0.07794692322966598,0.0738557753237811
5,0.07386646872120244,0.07428503849289635
6,0.06927348788650263,0.06936102902347391
7,0.06794642781217893,0.05706103349273855
8,0.05840928613075188,0.055315743793140755
9,0.05531636337261824,0.04728107052770528
10,0.051995111540669485,0.04922537336295301
11,0.04837220614509923,0.05503547631881454
12,0.050287834279948755,0.04509130729870363
13,0.048595020680555275,0.0433340309695764
14,0.04538930974723328,0.040093160149726
15,0.04457113142347052,0.04865698516368866
16,0.04691028364357494,0.04348086938261986
17,0.04360860058416923,0.043037674643776634
18,0.04132017950039534,0.04104716330766678
19,0.04126701242334786,0.034767630086703735
20,0.0403281683989224,0.036819443445314064
21,0.03947183795805488,0.03684172576124018
22,0.039336066050011484,0.03635721552101048
23,0.03804585501729023,0.03616616553203626
24,0.03838059891547475,0.03522976081479679
25,0.038186137387085525,0.03899164904247631
26,0.03636879034872566,0.032020725309848785
27,0.034295856819621155,0.030587075108831577
28,0.035395691016068064,0.04140527546405792
29,0.03546152707366716,0.03313269161365249
30,0.03512389853685385,0.032056191597472534
31,0.033830310949789624,0.031828118826855316
32,0.03419471878026213,0.03398598087104884
33,0.034383856846640505,0.036918390203605995
34,0.03256785523678575,0.02894126031209122
35,0.03186488783519183,0.028572040017355572
36,0.03200941880987514,0.02873720736666159
37,0.03169778124651029,0.030062497847459534
38,0.03155547176443395,0.028379350223324516
39,0.03200416067349059,0.029404094781387936
40,0.03151218579815967,0.028099468316544186
41,0.031273379057113616,0.02807299962097948
42,0.031179018185607026,0.02865601263263009
43,0.03070345110747786,0.02743516354398294
44,0.03124575327993149,0.031011768701401623
45,0.031375630758702755,0.02818882770159028
46,0.030798514417949178,0.02774536812847311
47,0.03097131023449557,0.02901807308874347
48,0.03118599254992746,0.02814151126552712
49,0.03055525171969618,0.027275780215859413
50,0.030232939558724563,0.027318283068862827
51,0.02990504733419844,0.029377538710832596
52,0.03080812083291156,0.03542041202837771
53,0.03288129923333015,0.028123343194072895
54,0.031246513305675416,0.027406994592059742
55,0.03072113228873128,0.027979280968958683
56,0.029534678174448863,0.03140801597725262
57,0.029092313588729928,0.026186296885663814
58,0.029211514274634066,0.026507235047492115
59,0.02916909499271285,0.02629608390006152
60,0.029241602446529128,0.0269429778510874
61,0.029423848991947516,0.026187248866666447
62,0.02937312036131819,0.028052945705977352
63,0.029421168401659953,0.0263364240527153
64,0.028601560386873427,0.026433882388201626
65,0.02955088500554363,0.027919383550232105
66,0.02853146545766365,0.02599366551095789
67,0.028249986868883883,0.02593855949288065
68,0.027874725759916362,0.02562646296891299
69,0.02821309110593228,0.025542183863845738
70,0.02837065611744211,0.02567120963199572
71,0.02809239633470064,0.025476484813473442
72,0.028142017423219624,0.0254724592986432
73,0.0277622841032488,0.02570853771811182
74,0.02768034204131081,0.02535033734007315
75,0.028297836803609415,0.02616555074399168
76,0.028346915973261708,0.025705895640633324
77,0.027731385680713823,0.025574709542772987
78,0.02771742604229422,0.025868006897243587
79,0.0279320360028318,0.02545887011695992
80,0.02803372267988466,0.024937258186665447
81,0.027717719896740857,0.025042554871602493
82,0.028234884719408694,0.027424753558906643
83,0.028340430730687722,0.02543826113370332
84,0.027627580976557164,0.02519521506672556
85,0.027774955389932507,0.025485079566186123
86,0.027807809013341154,0.02529964562166821
87,0.02735472729961787,0.02546143616465005
88,0.02720163239254838,0.024884907698089428
89,0.026893295436387972,0.02500779130919413
90,0.02696829548637782,0.024163515222343532
91,0.02656921311946852,0.02354487692090598
92,0.026572562598933775,0.025683540681546383
93,0.02643018927691238,0.024460166692733765
94,0.026095609890208357,0.02509943734515797
95,0.02625493507920986,0.023059478198940105
96,0.02589927946350404,0.022968539290807465
97,0.02567042860512932,0.022446250542998314
98,0.025773234554522094,0.022959020158106632
99,0.025879609864205122,0.02448667568916624
100,0.0256782468142254,0.021973670883612198
101,0.025384594908072836,0.02213667942719026
102,0.025429034339530126,0.023639625615694305
103,0.025477593587267967,0.02243629605932669
104,0.02513984555289859,0.02251354232430458
105,0.025327178028722603,0.021824029528281906
106,0.025111855207277194,0.021917667747898537
107,0.024961905110450017,0.021587551148100334
108,0.025232711163837285,0.022053765471686016
109,0.025056761955576285,0.022407492792064495
110,0.025268120181170247,0.023001153191382236
111,0.025100000291353182,0.02292064865204421
112,0.024921631839658533,0.021612061526287685
113,0.025108004077559427,0.02199889448556033
114,0.024464475900112165,0.021263991059227424
115,0.02454018827882551,0.02186101031574336
116,0.024692101847557796,0.021830026906999676
117,0.025056474797782443,0.022330642931840637
118,0.02468645479530096,0.021645537492903797
119,0.02519837250223472,0.023082875900647858
120,0.025119738498081762,0.022616622630845417
121,0.024280368350446224,0.021545831114053726
122,0.024858324433721248,0.022717374630949715
123,0.02473152770350377,0.02145047214898196
124,0.02451038511381263,0.02095409838313406
125,0.02433326487828578,0.021098876541311092
126,0.024220739846073445,0.02142827771604061
127,0.024337291983621463,0.021116293797438793
128,0.024253911449618283,0.0211530788378282
129,0.024305338594352917,0.021038398654623466
130,0.024129372356193408,0.020727245645089584
131,0.024191676173359156,0.022388517009941013
132,0.02422466062541519,0.021140120076862248
